1.2149105998227946e-01 2.8691611550627405e-01 6.5643158612725938e-01 1.7528378195416943e+02 1.5273086146178543e+03
1.2412515018485663e-01 2.8410465666832024e-01 6.6175386262518598e-01 1.7166380369463704e+02 1.5105683738849013e+03
1.2677175770230212e-01 2.8136053431958985e-01 6.6502388967839032e-01 1.6945793575654653e+02 1.5057010053519434e+03
1.2943349805639973e-01 2.7862360290464766e-01 6.6852463933142670e-01 1.6710942411254132e+02 1.4994191300595828e+03
1.3211029435761570e-01 2.7589191898532012e-01 6.7193046908299847e-01 1.6483706788490673e+02 1.4936743027047266e+03
1.3480236375467242e-01 2.7317370962536647e-01 6.7536046403485617e-01 1.6256075034498312e+02 1.4877049347823479e+03
1.3750980342536037e-01 2.7046022292605387e-01 6.7877393829948141e-01 1.6030784683087410e+02 1.4818061330473690e+03
1.4023276560322212e-01 2.6775794287734456e-01 6.8218524769156907e-01 1.5806852978989369e+02 1.4758528551130814e+03
1.4297137916445207e-01 2.6506242414800585e-01 6.8558934184627851e-01 1.5584599780170808e+02 1.4698990087207405e+03
1.4572579129613011e-01 2.6237594069950182e-01 6.8898792289026700e-01 1.5363887974143751e+02 1.4639192844038200e+03
1.4849614303732178e-01 2.5969733399645939e-01 6.9238073805787503e-01 1.5144767325452841e+02 1.4579247977242733e+03
1.5128258316576593e-01 2.5702679215795576e-01 6.9576765491684578e-01 1.4927184948523310e+02 1.4519094316196631e+03
1.5408526323039839e-01 2.5436402651591289e-01 6.9914878464499686e-01 1.4711142781605363e+02 1.4458749319928938e+03
1.5690433835783665e-01 2.5170901860736489e-01 7.0252419567477464e-01 1.4496625868890030e+02 1.4398198710852498e+03
1.5973996578155650e-01 2.4906172904465559e-01 7.0589409391119728e-01 1.4283633117543516e+02 1.4337442741938216e+03
1.6259230858200929e-01 2.4642166792918294e-01 7.0925806517082501e-01 1.4072121598895657e+02 1.4276465333945114e+03
1.6546153439176381e-01 2.4378897963498247e-01 7.1261651630913680e-01 1.3862101801226527e+02 1.4215267053890025e+03
1.6834781282887873e-01 2.4116349559991576e-01 7.1596946323074395e-01 1.3653558300664093e+02 1.4153840184953831e+03
1.7125131758454537e-01 2.3854511595991865e-01 7.1931700986792613e-01 1.3446481851776261e+02 1.4092178954981830e+03
1.7417222968948129e-01 2.3593332302960804e-01 7.2265874310423006e-01 1.3240830181886943e+02 1.4030267123632755e+03
1.7711073459261323e-01 2.3332836551774586e-01 7.2599521960015090e-01 1.3036622045453240e+02 1.3968106724321242e+03
1.8006701949547602e-01 2.3073003765058384e-01 7.2932643267454145e-01 1.2833840158987320e+02 1.3905688537205992e+03
1.8304127680357052e-01 2.2813820932584467e-01 7.3265246950413110e-01 1.2632473766472768e+02 1.3843005303454115e+03
1.8603370814995498e-01 2.2555227923335755e-01 7.3597283449803197e-01 1.2432475618422113e+02 1.3780037670955446e+03
1.8904452083056975e-01 2.2297251541999949e-01 7.3928813556026862e-01 1.2233866492262671e+02 1.3716787548028619e+03
1.9207392357210579e-01 2.2039877031366115e-01 7.4259846691946274e-01 1.2036634682816866e+02 1.3653246188359965e+03
1.9512212932034542e-01 2.1783101955627560e-01 7.4590407460808417e-01 1.1840778483265987e+02 1.3589408096452237e+03
1.9818936201849879e-01 2.1526847741238195e-01 7.4920425465152041e-01 1.1646238229264908e+02 1.3525248063787155e+03
2.0127585602755227e-01 2.1271121252642536e-01 7.5249939070793903e-01 1.1453020222203455e+02 1.3460762230365071e+03
2.0438184960457162e-01 2.1015909983902339e-01 7.5578964001986204e-01 1.1261115797236528e+02 1.3395941224841397e+03
2.0750758125904273e-01 2.0761253176635761e-01 7.5907581043941230e-01 1.1070555563796034e+02 1.3330789174439849e+03
